"kode";"jenis";"nama"
"3524112014";"Kelurahan/Desa";"Candisari"
"3524112015";"Kelurahan/Desa";"Nogojatisari"
"3524112016";"Kelurahan/Desa";"Pamotan"
"3524112017";"Kelurahan/Desa";"Wudi"
"3524112018";"Kelurahan/Desa";"Barurejo"
"3524112019";"Kelurahan/Desa";"Kedungbanjar"
"3524112020";"Kelurahan/Desa";"Gempolmanis"
"3524112021";"Kelurahan/Desa";"Selorejo"
"3524112022";"Kelurahan/Desa";"Kreteranggon"
"3524120000";"Kecamatan";"Sugio"
"3524122001";"Kelurahan/Desa";"Sidobogem"
"3524122002";"Kelurahan/Desa";"Kalitengah"
"3524122003";"Kelurahan/Desa";"Kedungdadi"
"3524122004";"Kelurahan/Desa";"Sidorejo"
"3524122005";"Kelurahan/Desa";"Kedungbanjar"
"3524122006";"Kelurahan/Desa";"Bedingin"
"3524122007";"Kelurahan/Desa";"Bakalrejo"
"3524122008";"Kelurahan/Desa";"Gondanglor"
"3524122009";"Kelurahan/Desa";"Pangkatrejo"
"3524122010";"Kelurahan/Desa";"Karangsambigalih"
"3524122011";"Kelurahan/Desa";"Supenuh"
"3524122012";"Kelurahan/Desa";"Lebakadi"
"3524122013";"Kelurahan/Desa";"Deketagung"
"3524122014";"Kelurahan/Desa";"Jubellor"
"3524122015";"Kelurahan/Desa";"Sugio"
"3524122016";"Kelurahan/Desa";"Daliwangun"
"3524122017";"Kelurahan/Desa";"Jubelkidul"
"3524122018";"Kelurahan/Desa";"Lawanganagung"
"3524122019";"Kelurahan/Desa";"Kalipang"
"3524122020";"Kelurahan/Desa";"German"
"3524122021";"Kelurahan/Desa";"Sekarbagus"
"3524130000";"Kecamatan";"Pucuk"
"3524132001";"Kelurahan/Desa";"Pucuk"
"3524132002";"Kelurahan/Desa";"Gempolpading"
"3524132003";"Kelurahan/Desa";"Kesambi"
"3524132004";"Kelurahan/Desa";"Plososetro"
"3524132005";"Kelurahan/Desa";"Wanar"
"3524132006";"Kelurahan/Desa";"Karangtinggil"
"3524132007";"Kelurahan/Desa";"Warukulon"
"3524132008";"Kelurahan/Desa";"Waruwetan"
"3524132009";"Kelurahan/Desa";"Kedali"
"3524132010";"Kelurahan/Desa";"Paji"
"3524132011";"Kelurahan/Desa";"Sumberjo"
"3524132012";"Kelurahan/Desa";"Cungkup"
"3524132013";"Kelurahan/Desa";"Bugoharjo"
"3524132014";"Kelurahan/Desa";"Ngambeg"
"3524132015";"Kelurahan/Desa";"Babatkumpul"
"3524132016";"Kelurahan/Desa";"Tanggungan"
"3524132017";"Kelurahan/Desa";"Padenganploso"
"3524140000";"Kecamatan";"Paciran"
"3524141001";"Kelurahan/Desa";"Blimbing"
"3524142002";"Kelurahan/Desa";"Kandangsemangkon"
"3524142003";"Kelurahan/Desa";"Paciran"
"3524142004";"Kelurahan/Desa";"Sumurgayam"
"3524142005";"Kelurahan/Desa";"Sendangagung"
"3524142006";"Kelurahan/Desa";"Sendangduwur"
"3524142007";"Kelurahan/Desa";"Tunggul"
"3524142008";"Kelurahan/Desa";"Kranji"
"3524142009";"Kelurahan/Desa";"Drajat"
"3524142010";"Kelurahan/Desa";"Banjarwati"
"3524142011";"Kelurahan/Desa";"Kemantren"
"3524142012";"Kelurahan/Desa";"Sidokelar"
"3524142013";"Kelurahan/Desa";"Tlogosadang"
"3524142014";"Kelurahan/Desa";"Paloh"
"3524142015";"Kelurahan/Desa";"Weru"
"3524142016";"Kelurahan/Desa";"Sidokumpul"
"3524142017";"Kelurahan/Desa";"Warulor"
"3524150000";"Kecamatan";"Solokuro"
"3524152001";"Kelurahan/Desa";"Dadapan"
"3524152002";"Kelurahan/Desa";"Tebluru"
"3524152003";"Kelurahan/Desa";"Sugihan"
"3524152004";"Kelurahan/Desa";"Tenggulun"
"3524152005";"Kelurahan/Desa";"Payaman"
"3524152006";"Kelurahan/Desa";"Solokuro"
"3524152007";"Kelurahan/Desa";"Takerharjo"
"3524152008";"Kelurahan/Desa";"Dagan"
"3524152009";"Kelurahan/Desa";"Banyubang"
"3524152010";"Kelurahan/Desa";"Bluri"
"3524160000";"Kecamatan";"Mantup"
"3524162001";"Kelurahan/Desa";"Sukobendu"
"3524162002";"Kelurahan/Desa";"Tunggunjagir"
"3524162003";"Kelurahan/Desa";"Sumberbendo"
"3524162004";"Kelurahan/Desa";"Mantup"
"3524162005";"Kelurahan/Desa";"Kedukbembem"
"3524162006";"Kelurahan/Desa";"Sumberdadi"
"3524162007";"Kelurahan/Desa";"Kedungsoko"
"3524162008";"Kelurahan/Desa";"Tugu"
"3524162009";"Kelurahan/Desa";"Sukosari"
"3524162010";"Kelurahan/Desa";"Sumberagung"
"3524162011";"Kelurahan/Desa";"Sidomulyo"
"3524162012";"Kelurahan/Desa";"Mojosari"
"3524162013";"Kelurahan/Desa";"Plabuhanrejo"
"3524162014";"Kelurahan/Desa";"Sumberkerep"
"3524162015";"Kelurahan/Desa";"Rumpuk"
"3524170000";"Kecamatan";"Sukodadi"
"3524172001";"Kelurahan/Desa";"Siwalanrejo"
"3524172002";"Kelurahan/Desa";"Kebonsari"
"3524172003";"Kelurahan/Desa";"Sukolilo"
"3524172004";"Kelurahan/Desa";"Pajangan"
"3524172005";"Kelurahan/Desa";"Kadungrembug"
"3524172006";"Kelurahan/Desa";"Sumberagung"
"3524172007";"Kelurahan/Desa";"Sukodadi"
"3524172008";"Kelurahan/Desa";"Sumberaji"
"3524172009";"Kelurahan/Desa";"Menongo"
"3524172010";"Kelurahan/Desa";"Madulegi"
"3524172011";"Kelurahan/Desa";"Banjarejo"
"3524172012";"Kelurahan/Desa";"Plumpang"
"3524172013";"Kelurahan/Desa";"Bandungsari"
"3524172014";"Kelurahan/Desa";"Sidogembul"
"3524172015";"Kelurahan/Desa";"Balongtawun"
"3524172016";"Kelurahan/Desa";"Gedangan"
"3524172017";"Kelurahan/Desa";"Tlogorejo"
"3524172018";"Kelurahan/Desa";"Baturono"
"3524172019";"Kelurahan/Desa";"Surabayan"
"3524172020";"Kelurahan/Desa";"Sugihrejo"
"3524180000";"Kecamatan";"Karanggeneng"
"3524182001";"Kelurahan/Desa";"Bantengputih"
"3524182002";"Kelurahan/Desa";"Karangrejo"
"3524182003";"Kelurahan/Desa";"Latukan"
"3524182004";"Kelurahan/Desa";"Guci"
"3524182005";"Kelurahan/Desa";"Kaligerman"
"3524182006";"Kelurahan/Desa";"Sungelebak"
"3524182007";"Kelurahan/Desa";"Prijekngablak"
"3524182008";"Kelurahan/Desa";"Tracal"
"3524182009";"Kelurahan/Desa";"Sonoadi"
"3524182010";"Kelurahan/Desa";"Kalanganyar"
"3524182011";"Kelurahan/Desa";"Banjarmadu"
"3524182012";"Kelurahan/Desa";"Kendalkemlagi"
"3524182013";"Kelurahan/Desa";"Kawistolegi"
"3524182014";"Kelurahan/Desa";"Jagran"
"3524182015";"Kelurahan/Desa";"Karangwungu"
"3524182016";"Kelurahan/Desa";"Sumberwudi"
"3524182017";"Kelurahan/Desa";"Karanggeneng"
"3524182018";"Kelurahan/Desa";"Mertani"
"3524190000";"Kecamatan";"Kembangbahu"
"3524192001";"Kelurahan/Desa";"Tlogoagung"
"3524192002";"Kelurahan/Desa";"Kedungmegarih"
"3524192003";"Kelurahan/Desa";"Sidomukti"
"3524192004";"Kelurahan/Desa";"Sukosongo"
"3524192005";"Kelurahan/Desa";"Kaliwates"
"3524192006";"Kelurahan/Desa";"Kedungasri"
"3524192007";"Kelurahan/Desa";"Doyomulyo"
"3524192008";"Kelurahan/Desa";"Kembangbahu"
"3524192009";"Kelurahan/Desa";"Maor"
"3524192010";"Kelurahan/Desa";"Moronyamplung"
"3524192011";"Kelurahan/Desa";"Mangkujajar"
"3524192012";"Kelurahan/Desa";"Puter"
"3524192013";"Kelurahan/Desa";"Pelang"
"3524192014";"Kelurahan/Desa";"Dumpiagung"
"3524192015";"Kelurahan/Desa";"Randubener"
"3524192016";"Kelurahan/Desa";"Lopang"
"3524192017";"Kelurahan/Desa";"Gintungan"
"3524192018";"Kelurahan/Desa";"Katemas"
"3524200000";"Kecamatan";"Kalitengah"
"3524202001";"Kelurahan/Desa";"Pucangro"
"3524202002";"Kelurahan/Desa";"Pucangtelu"
"3524202003";"Kelurahan/Desa";"Somosari"
"3524202004";"Kelurahan/Desa";"Jelakcatur"
"3524202005";"Kelurahan/Desa";"Mungli"
"3524202006";"Kelurahan/Desa";"Pengangsalan"
"3524202007";"Kelurahan/Desa";"Dibee"
"3524202008";"Kelurahan/Desa";"Butungan"
"3524202009";"Kelurahan/Desa";"Lukrejo"
"3524202010";"Kelurahan/Desa";"Tiwet"
"3524202011";"Kelurahan/Desa";"Blajo"
"3524202012";"Kelurahan/Desa";"Kalitengah"
"3524202013";"Kelurahan/Desa";"Gambuhan"
"3524202014";"Kelurahan/Desa";"Cluring"
"3524202015";"Kelurahan/Desa";"Bojoasri"
"3524202016";"Kelurahan/Desa";"Kediren"
"3524202017";"Kelurahan/Desa";"Kuluran"
"3524202018";"Kelurahan/Desa";"Canditunggal"
"3524202019";"Kelurahan/Desa";"Sugihwaras"
"3524202020";"Kelurahan/Desa";"Tunjungmekar"
"3524210000";"Kecamatan";"Turi"
"3524212001";"Kelurahan/Desa";"Geger"
"3524212002";"Kelurahan/Desa";"Badurame"
"3524212003";"Kelurahan/Desa";"Karangwedoro"
"3524212004";"Kelurahan/Desa";"Wangunrejo"
"3524212005";"Kelurahan/Desa";"Putatkumpul"
"3524212006";"Kelurahan/Desa";"Keben"
"3524212007";"Kelurahan/Desa";"Sukoanyar"
"3524212008";"Kelurahan/Desa";"Kemlagigede"
"3524212009";"Kelurahan/Desa";"Turi"
"3524212010";"Kelurahan/Desa";"Kemlagilor"
"3524212011";"Kelurahan/Desa";"Sukorejo"
"3524212012";"Kelurahan/Desa";"Tawangrejo"
"3524212013";"Kelurahan/Desa";"Bambang"
"3524212014";"Kelurahan/Desa";"Pomahanjanggan"
"3524212015";"Kelurahan/Desa";"Tambakploso"
"3524212016";"Kelurahan/Desa";"Balun"
"3524212017";"Kelurahan/Desa";"Ngujungrejo"
"3524212018";"Kelurahan/Desa";"Kepudibener"
"3524212019";"Kelurahan/Desa";"Gedungboyountung"
"3524220000";"Kecamatan";"Lamongan"
"3524221012";"Kelurahan/Desa";"Sukorejo"
"3524221013";"Kelurahan/Desa";"Sukomulyo"
"3524221014";"Kelurahan/Desa";"Sidoharjo"
"3524221015";"Kelurahan/Desa";"Tumenggungan"
"3524221017";"Kelurahan/Desa";"Sidokumpul"
"3524221018";"Kelurahan/Desa";"Tlogoanyar"
"3524221019";"Kelurahan/Desa";"Jetis"
"3524221020";"Kelurahan/Desa";"Banjarmendalan"
"3524222001";"Kelurahan/Desa";"Rancangkencono"
"3524222002";"Kelurahan/Desa";"Karanglangit"
"3524222003";"Kelurahan/Desa";"Pangkatrejo"
"3524222004";"Kelurahan/Desa";"Kebet"
"3524222005";"Kelurahan/Desa";"Sendangrejo"
"3524222006";"Kelurahan/Desa";"Sumberjo"
"3524222007";"Kelurahan/Desa";"Tanjung"
"3524222008";"Kelurahan/Desa";"Plosowahyu"
"3524222009";"Kelurahan/Desa";"Wajik"
"3524222010";"Kelurahan/Desa";"Kramat"
"3524222011";"Kelurahan/Desa";"Made"
"3524222016";"Kelurahan/Desa";"Sidomukti"
"3524230000";"Kecamatan";"Tikung"
"3524232001";"Kelurahan/Desa";"Wonokromo"
"3524232002";"Kelurahan/Desa";"Soko"
"3524232003";"Kelurahan/Desa";"Guminingrejo"
"3524232004";"Kelurahan/Desa";"Bakalanpule"
"3524232005";"Kelurahan/Desa";"Takeranklating"
"3524232006";"Kelurahan/Desa";"Kelorarum"
"3524232007";"Kelurahan/Desa";"Jotosanur"
"3524232008";"Kelurahan/Desa";"Pengumbulanadi"
"3524232009";"Kelurahan/Desa";"Jatirejo"
"3524232010";"Kelurahan/Desa";"Dukuhagung"
"3524232011";"Kelurahan/Desa";"Tambakrigadung"
"3524232012";"Kelurahan/Desa";"Botoputih"
"3524232013";"Kelurahan/Desa";"Balongwangi"
"3524240000";"Kecamatan";"Karangbinangun"
"3524242001";"Kelurahan/Desa";"Waruk"
"3524242002";"Kelurahan/Desa";"Sukorejo"
"3524242003";"Kelurahan/Desa";"Karanganom"
"3524242004";"Kelurahan/Desa";"Somowinangun"
"3524242005";"Kelurahan/Desa";"Ketapangtelu"
"3524242006";"Kelurahan/Desa";"Mayong"
"3524242007";"Kelurahan/Desa";"Palangan"
"3524242008";"Kelurahan/Desa";"Blawi"
"3524242009";"Kelurahan/Desa";"Banjarejo"
"3524242010";"Kelurahan/Desa";"Putatbangah"
"3524242011";"Kelurahan/Desa";"Banyuurip"
"3524242012";"Kelurahan/Desa";"Pendowolimo"
"3524242013";"Kelurahan/Desa";"Baranggayam"
"3524242014";"Kelurahan/Desa";"Watangpanjang"
"3524242015";"Kelurahan/Desa";"Sambopinggir"
"3524242016";"Kelurahan/Desa";"Priyoso"
"3524242017";"Kelurahan/Desa";"Windu"
"3524242018";"Kelurahan/Desa";"Bogobabadan"
"3524242019";"Kelurahan/Desa";"Gawerejo"
"3524242020";"Kelurahan/Desa";"Kuro"
"3524242021";"Kelurahan/Desa";"Karangbinangun"
"3524250000";"Kecamatan";"Deket"
"3524252001";"Kelurahan/Desa";"Sidorejo"
"3524252002";"Kelurahan/Desa";"Dlanggu"
"3524252003";"Kelurahan/Desa";"Laladan"
"3524252004";"Kelurahan/Desa";"Deketkulon"
"3524252005";"Kelurahan/Desa";"Deketwetan"
"3524252006";"Kelurahan/Desa";"Sugihwaras"
"3524252007";"Kelurahan/Desa";"Dinoyo"
"3524252008";"Kelurahan/Desa";"Sidomulyo"
"3524252009";"Kelurahan/Desa";"Rejosari"
"3524252010";"Kelurahan/Desa";"Pandanpancur"
"3524252011";"Kelurahan/Desa";"Sidobinangun"
"3524252012";"Kelurahan/Desa";"Babatagung"
"3524252013";"Kelurahan/Desa";"Tukkerto"
"3524252014";"Kelurahan/Desa";"Weduni"
"3524252015";"Kelurahan/Desa";"Rejotengah"
"3524252016";"Kelurahan/Desa";"Srirande"
"3524252017";"Kelurahan/Desa";"Plosobuden"
"3524260000";"Kecamatan";"Glagah"
"3524262001";"Kelurahan/Desa";"Soko"
"3524262002";"Kelurahan/Desa";"Morocalan"
"3524262003";"Kelurahan/Desa";"Gempolpendowo"
"3524262004";"Kelurahan/Desa";"Pasi"
"3524262005";"Kelurahan/Desa";"Rayunggumuk"
"3524262006";"Kelurahan/Desa";"Menganti"
"3524262007";"Kelurahan/Desa";"Margoanyar"
"3524262008";"Kelurahan/Desa";"Began"
"3524262009";"Kelurahan/Desa";"Mendogo"
"3524262010";"Kelurahan/Desa";"Kentong"
"3524262011";"Kelurahan/Desa";"Sudangan"
"3524262012";"Kelurahan/Desa";"Medang"
"3524262013";"Kelurahan/Desa";"Duduklor"
"3524262014";"Kelurahan/Desa";"Glagah"
"3524262015";"Kelurahan/Desa";"Wangen"
"3524262016";"Kelurahan/Desa";"Tanggungprigel"
"3524262017";"Kelurahan/Desa";"Karangagung"
"3524262018";"Kelurahan/Desa";"Bangkok"
"3524262019";"Kelurahan/Desa";"Jatirenggo"
"3524262020";"Kelurahan/Desa";"Bapuhbaru"
"3524262021";"Kelurahan/Desa";"Bapuhbandung"
"3524262022";"Kelurahan/Desa";"Meluntur"
"3524262023";"Kelurahan/Desa";"Konang"
"3524262024";"Kelurahan/Desa";"Dukuhtunggal"
"3524262025";"Kelurahan/Desa";"Panggang"
"3524262026";"Kelurahan/Desa";"Wonorejo"
"3524262027";"Kelurahan/Desa";"Wedoro"
"3524262028";"Kelurahan/Desa";"Karangturi"
"3524262029";"Kelurahan/Desa";"Meluwur"
"3524270000";"Kecamatan";"Sarirejo"
"3524272001";"Kelurahan/Desa";"Kedungkumpul"
"3524272002";"Kelurahan/Desa";"Dermolemahbang"
"3524272003";"Kelurahan/Desa";"Simbatan"
"3524272004";"Kelurahan/Desa";"Sumberjo"
"3524272005";"Kelurahan/Desa";"Canggah"
"3524272006";"Kelurahan/Desa";"Beru"
"3524272007";"Kelurahan/Desa";"Tambakmenjangan"
"3524272008";"Kelurahan/Desa";"Gempoltukmloko"
"3524272009";"Kelurahan/Desa";"Sarirejo"
"3525000000";"KAB/KOTA";"KAB. GRESIK"
"3525010000";"Kecamatan";"Dukun"
"3525012001";"Kelurahan/Desa";"Sawo"
"3525012002";"Kelurahan/Desa";"Karangcangkring"
"3525012003";"Kelurahan/Desa";"Gedongkedo'an"
"3525012004";"Kelurahan/Desa";"Bulangan"
"3525012005";"Kelurahan/Desa";"Wonokerto"
"3525012006";"Kelurahan/Desa";"Bangeran"
"3525012007";"Kelurahan/Desa";"Lowayu"
"3525012008";"Kelurahan/Desa";"Petiyin Tunggal"
"3525012009";"Kelurahan/Desa";"Tirem Enggal"
"3525012010";"Kelurahan/Desa";"Tebuwung"
"3525012011";"Kelurahan/Desa";"Dukuh Kembar"
"3525012012";"Kelurahan/Desa";"Madumulyorejo"
"3525012013";"Kelurahan/Desa";"Mentaras"
"3525012014";"Kelurahan/Desa";"Baron"
"3525012015";"Kelurahan/Desa";"Jrebeng"
"3525012016";"Kelurahan/Desa";"Mojopetung"
"3525012017";"Kelurahan/Desa";"Sekargadung"
"3525012018";"Kelurahan/Desa";"Imaan"
"3525012019";"Kelurahan/Desa";"Babakbawo"
"3525012020";"Kelurahan/Desa";"Babaksari"
"3525012021";"Kelurahan/Desa";"Sambogunung"
"3525012022";"Kelurahan/Desa";"Sembungan Kidul"
"3525012023";"Kelurahan/Desa";"Sembunganyar"
"3525012024";"Kelurahan/Desa";"Kalirejo"
"3525012025";"Kelurahan/Desa";"Padang Bandung"
"3525012026";"Kelurahan/Desa";"Dukunanyar"
"3525020000";"Kecamatan";"Balongpanggang"
"3525022001";"Kelurahan/Desa";"Jombangdelik"
"3525022002";"Kelurahan/Desa";"Brangkal"
"3525022003";"Kelurahan/Desa";"Ngampel"
"3525022004";"Kelurahan/Desa";"Bandungsekaran"
"3525022005";"Kelurahan/Desa";"Babatan"
"3525022006";"Kelurahan/Desa";"Tanahlandean"
"3525022007";"Kelurahan/Desa";"Kedungsumber"
"3525022008";"Kelurahan/Desa";"Wonorejo"
"3525022009";"Kelurahan/Desa";"Dapet"
"3525022010";"Kelurahan/Desa";"Dohoagung"
"3525022011";"Kelurahan/Desa";"Mojogede"
"3525022012";"Kelurahan/Desa";"Tenggor"
"3525022013";"Kelurahan/Desa";"Wahas"
"3525022014";"Kelurahan/Desa";"Kedungpring"
"3525022015";"Kelurahan/Desa";"Sekarputih"
"3525022016";"Kelurahan/Desa";"Pinggir"
"3525022017";"Kelurahan/Desa";"Karangsemanding"
"3525022018";"Kelurahan/Desa";"Pacuh"
"3525022019";"Kelurahan/Desa";"Balongpanggang"
"3525022020";"Kelurahan/Desa";"Wotansari"
"3525022021";"Kelurahan/Desa";"Pucung"
"3525022022";"Kelurahan/Desa";"Klotok"
"3525022023";"Kelurahan/Desa";"Ngasin"
"3525022024";"Kelurahan/Desa";"Banjaragung"
"3525022025";"Kelurahan/Desa";"Ganggang"
"3525030000";"Kecamatan";"Panceng"
"3525032001";"Kelurahan/Desa";"Pantenan"
"3525032002";"Kelurahan/Desa";"Sumurber"
"3525032003";"Kelurahan/Desa";"Siwalan"
"3525032004";"Kelurahan/Desa";"Ketanen"
"3525032005";"Kelurahan/Desa";"Banyutengah"
"3525032006";"Kelurahan/Desa";"Serah"
"3525032007";"Kelurahan/Desa";"Surowiti"
"3525032008";"Kelurahan/Desa";"Prupuh"
"3525032009";"Kelurahan/Desa";"Campurejo"
"3525032010";"Kelurahan/Desa";"Sukodono"
"3525032011";"Kelurahan/Desa";"Dalegan"
"3525032012";"Kelurahan/Desa";"Petung"
"3525032013";"Kelurahan/Desa";"Wotan"
"3525032014";"Kelurahan/Desa";"Doudo"
"3525040000";"Kecamatan";"Benjeng"
"3525042001";"Kelurahan/Desa";"Karangankidul"
"3525042002";"Kelurahan/Desa";"Sedapur Klagen"
"3525042003";"Kelurahan/Desa";"Deliksumber"
"3525042004";"Kelurahan/Desa";"Lundo"
"3525042005";"Kelurahan/Desa";"Kalipadang"
"3525042006";"Kelurahan/Desa";"Kedungrukem"
"3525042007";"Kelurahan/Desa";"Balungtunjung"
"3525042008";"Kelurahan/Desa";"Munggugebang"
"3525042009";"Kelurahan/Desa";"Balongmojo"
"3525042010";"Kelurahan/Desa";"Bulangkulon"
"3525042011";"Kelurahan/Desa";"Banter"
"3525042012";"Kelurahan/Desa";"Sirnoboyo"
"3525042013";"Kelurahan/Desa";"Munggugianti"
"3525042014";"Kelurahan/Desa";"Klampok"
"3525042015";"Kelurahan/Desa";"Metatu"
"3525042016";"Kelurahan/Desa";"Bengkelolor"
"3525042017";"Kelurahan/Desa";"Gurangploso"
"3525042018";"Kelurahan/Desa";"Kedungsekar"
"3525042019";"Kelurahan/Desa";"Dermo"
"3525042020";"Kelurahan/Desa";"Jogodalu"
"3525042021";"Kelurahan/Desa";"Jatirembe"
"3525042022";"Kelurahan/Desa";"Bulurejo"
"3525042023";"Kelurahan/Desa";"Punduttrate"
"3525050000";"Kecamatan";"Duduksampeyan"
"3525052001";"Kelurahan/Desa";"Panjunan"
"3525052002";"Kelurahan/Desa";"Kandangan"
"3525052003";"Kelurahan/Desa";"Pandanan"
"3525052004";"Kelurahan/Desa";"Tumapel"
"3525052005";"Kelurahan/Desa";"Tambakrejo"
"3525052006";"Kelurahan/Desa";"Glanggang"
"3525052007";"Kelurahan/Desa";"Palebon"
"3525052008";"Kelurahan/Desa";"Setrohadi"
"3525052009";"Kelurahan/Desa";"Bendungan"
"3525052010";"Kelurahan/Desa";"Sumengko"
"3525052011";"Kelurahan/Desa";"Wadak Lor"
"3525052012";"Kelurahan/Desa";"Wadak Kidul"
"3525052013";"Kelurahan/Desa";"Petisbenem"
"3525052014";"Kelurahan/Desa";"Duduksampeyan"
"3525052015";"Kelurahan/Desa";"Gredek"
"3525052016";"Kelurahan/Desa";"Kramat"
"3525052017";"Kelurahan/Desa";"Sumari"
"3525052018";"Kelurahan/Desa";"Samirplapan"
"3525052019";"Kelurahan/Desa";"Kawistowindu"
"3525052020";"Kelurahan/Desa";"Kemudi"
"3525052021";"Kelurahan/Desa";"Tebaloan"
"3525052022";"Kelurahan/Desa";"Tirem"
"3525052023";"Kelurahan/Desa";"Ambeng - ambeng Watangrejo"
"3525060000";"Kecamatan";"Wringinanom"
"3525062001";"Kelurahan/Desa";"Kepuhklagen"
"3525062002";"Kelurahan/Desa";"Sumbergede"
"3525062003";"Kelurahan/Desa";"Mondoluku"
"3525062004";"Kelurahan/Desa";"Kedunganyar"
"3525062005";"Kelurahan/Desa";"Sumberwaru"
"3525062006";"Kelurahan/Desa";"Kesambenkulon"
"3525062007";"Kelurahan/Desa";"Sumberame"
"3525062008";"Kelurahan/Desa";"Sembung"
"3525062009";"Kelurahan/Desa";"Sooko"
"3525062010";"Kelurahan/Desa";"Wringinanom"
"3525062011";"Kelurahan/Desa";"Pedagangan"
"3525062012";"Kelurahan/Desa";"Lebanisuko"
"3525062013";"Kelurahan/Desa";"Lebaniwaras"
"3525062014";"Kelurahan/Desa";"Watestanjung"
"3525062015";"Kelurahan/Desa";"Sumengko"
"3525062016";"Kelurahan/Desa";"Pasinanlemahputih"
"3525070000";"Kecamatan";"Ujungpangkah"
"3525072001";"Kelurahan/Desa";"Pangkahkulon"
"3525072002";"Kelurahan/Desa";"Cangaan"
"3525072003";"Kelurahan/Desa";"Ngemboh"
"3525072004";"Kelurahan/Desa";"Sekapuk"
"3525072005";"Kelurahan/Desa";"Gosari"
"3525072006";"Kelurahan/Desa";"Banyuurip"
"3525072007";"Kelurahan/Desa";"Kebonagung"
"3525072008";"Kelurahan/Desa";"Pangkahwetan"
"3525072009";"Kelurahan/Desa";"Bolo"
"3525072010";"Kelurahan/Desa";"Glatik"
"3525072011";"Kelurahan/Desa";"Karangrejo"
"3525072012";"Kelurahan/Desa";"Ketapanglor"
"3525072013";"Kelurahan/Desa";"Tanjangawan"
"3525080000";"Kecamatan";"Kedamean"
"3525082001";"Kelurahan/Desa";"Mojowuku"
"3525082002";"Kelurahan/Desa";"Glindah"
"3525082003";"Kelurahan/Desa";"Sidoraharjo"
"3525082004";"Kelurahan/Desa";"Tulung"
"3525082005";"Kelurahan/Desa";"Cermen"
"3525082006";"Kelurahan/Desa";"Lampah"
"3525082007";"Kelurahan/Desa";"Slempit"
"3525082008";"Kelurahan/Desa";"Turirejo"
"3525082009";"Kelurahan/Desa";"Belahanrejo"
"3525082010";"Kelurahan/Desa";"Menunggal"
"3525082011";"Kelurahan/Desa";"Tanjung"
"3525082012";"Kelurahan/Desa";"Katimoho"
"3525082013";"Kelurahan/Desa";"Banyuurip"
"3525082014";"Kelurahan/Desa";"Kedamean"
"3525082015";"Kelurahan/Desa";"Ngepung"
"3525090000";"Kecamatan";"Sidayu"
"3525092001";"Kelurahan/Desa";"Sukorejo"
"3525092002";"Kelurahan/Desa";"Gedangan"
"3525092003";"Kelurahan/Desa";"Wadeng"
"3525092004";"Kelurahan/Desa";"Lasem"
"3525092005";"Kelurahan/Desa";"Kertosono"
"3525092006";"Kelurahan/Desa";"Sambipondok"
"3525092007";"Kelurahan/Desa";"Raci Kulon"
"3525092008";"Kelurahan/Desa";"Golokan"
"3525092009";"Kelurahan/Desa";"Raci Tengah"
"3525092010";"Kelurahan/Desa";"Purwodadi"
"3525092011";"Kelurahan/Desa";"Sidomulyo"
"3525092012";"Kelurahan/Desa";"Srowo"
"3525092013";"Kelurahan/Desa";"Kauman"
"3525092014";"Kelurahan/Desa";"Bunderan"
"3525092015";"Kelurahan/Desa";"Asempapak"
"3525092016";"Kelurahan/Desa";"Mriyunan"
"3525092017";"Kelurahan/Desa";"Mojoasem"
"3525092018";"Kelurahan/Desa";"Sedagaran"
"3525092019";"Kelurahan/Desa";"Ngawen"
"3525092020";"Kelurahan/Desa";"Pengulu"
"3525092021";"Kelurahan/Desa";"Randuboto"
"3525100000";"Kecamatan";"Manyar"
"3525102001";"Kelurahan/Desa";"Tanggulrejo"
"3525102002";"Kelurahan/Desa";"Morobakung"
"3525102003";"Kelurahan/Desa";"Pejangganan"
"3525102004";"Kelurahan/Desa";"Gumeno"
"3525102005";"Kelurahan/Desa";"Sumberejo"
"3525102006";"Kelurahan/Desa";"Ngampel"
"3525102007";"Kelurahan/Desa";"Betoyokauman"
"3525102008";"Kelurahan/Desa";"Sembayat"
"3525102009";"Kelurahan/Desa";"Betoyoguci"
"3525102010";"Kelurahan/Desa";"Leran"
"3525102011";"Kelurahan/Desa";"Tebalo"
"3525102012";"Kelurahan/Desa";"Karangrejo"
"3525102013";"Kelurahan/Desa";"Banyuwangi"
"3525102014";"Kelurahan/Desa";"Manyarejo"
"3525102015";"Kelurahan/Desa";"Manyar Sidomukti"
"3525102016";"Kelurahan/Desa";"Manyar Sidorukun"
"3525102017";"Kelurahan/Desa";"Banjarsari"
"3525102018";"Kelurahan/Desa";"Suci"
"3525102019";"Kelurahan/Desa";"Paganden"
"3525102020";"Kelurahan/Desa";"Pongangan"
"3525102021";"Kelurahan/Desa";"Sukomulyo"
"3525102022";"Kelurahan/Desa";"Yosowilangun"
"3525102023";"Kelurahan/Desa";"Roomo"
"3525110000";"Kecamatan";"Cerme"
"3525112001";"Kelurahan/Desa";"Dadapkuning"
"3525112002";"Kelurahan/Desa";"Lengkong"
"3525112003";"Kelurahan/Desa";"Kandangan"
"3525112004";"Kelurahan/Desa";"Dooro"
"3525112005";"Kelurahan/Desa";"Dampaan"
"3525112006";"Kelurahan/Desa";"Ngembung"
"3525112007";"Kelurahan/Desa";"Sukoanyar"
